marka,model,ostecenje,snaga,registrovan,kilometraza,kubikaza,gorivo,mjenjac,god,cena
BMW,X3,Bez oštećenja,150,Da,123456,2000,Dizel,Manuelni,2005,5850
Škoda,Octavia,Bez oštećenja,184,Ne,255000,2000,Dizel,Automatski,2017,16000
Renault,Clio,Oštećen - u voznom stanju,81,Da,250000,1495,Dizel,Manuelni,2004,49900
BMW,X5,Bez oštećenja,286,Da,285630,2996,Dizel,Automatski,2008,13700
Peugeot,308,Bez oštećenja,90,Da,282000,1560,Dizel,Manuelni,2009,2300
Maserati,Ghibli,Bez oštećenja,275,Da,110000,2999,Dizel,Automatski,2015,38900
Peugeot,3008,Bez oštećenja,131,Ne,173000,1500,Dizel,Automatski,2020,16350
Citroen,C3,Bez oštećenja,99,Ne,102000,1500,Dizel,Manuelni,2018,9200
BMW,520,Bez oštećenja,163,Da,0,2000,Dizel,Automatski,2007,7400
Opel,Insignia,Bez oštećenja,163,Da,147500,2000,Dizel,Automatski,2015,9300
BMW,X5,Bez oštećenja,259,Da,150000,3000,Dizel,Automatski,2018,41900
Mazda,5,Bez oštećenja,142,Da,186000,2000,Dizel,Manuelni,2007,5300
Mercedes Benz,220,Bez oštećenja,172,Da,162000,2200,Dizel,Manuelni,2007,9800
Audi,A4,Bez oštećenja,122,Da,171000,2000,Dizel,Automatski,2018,17700
Peugeot,3008,Bez oštećenja,177,Da,204364,1997,Dizel,Automatski,2019,19600
Volkswagen,Passat,Bez oštećenja,140,Da,286485,2000,Dizel,Manuelni,2008,4850
Citroen,AX,Bez oštećenja,118,Da,1123,1360,Benzin,Manuelni,2002,6000
Jeep,Grand Cherokee,Bez oštećenja,250,Da,201000,2987,Dizel,Automatski,2015,21500
BMW,320,Bez oštećenja,176,Da,248000,1999,Dizel,Manuelni,2009,6900
Volkswagen,Tiguan,Bez oštećenja,190,Da,160000,2000,Dizel,Automatski,2020,31990
Land Rover,Range Rover Sport,Bez oštećenja,259,Da,145000,3000,Dizel,Automatski,2014,31900
Volvo,S60,Bez oštećenja,163,Da,340000,2400,Dizel,Manuelni,2002,2400
Audi,A5,Bez oštećenja,239,Da,175555,3000,Dizel,Automatski,2009,11000
Mazda,MX-5,Bez oštećenja,160,Da,115000,2000,Benzin,Manuelni,2018,22000
Volkswagen,Golf Plus,Bez oštećenja,104,Da,345000,1900,Dizel,Manuelni,2005,3700
Audi,Q5,Bez oštećenja,190,Da,225000,2000,Dizel,Automatski,2018,31900
Renault,Megane,Bez oštećenja,90,Da,250000,1500,Dizel,Manuelni,2009,4800
Škoda,Octavia,Bez oštećenja,149,Da,158000,1968,Dizel,Automatski,2021,20700
Volkswagen,Golf 7.5,Bez oštećenja,116,Da,178000,1600,Dizel,Automatski,2017,14700
Audi,Q7,Bez oštećenja,272,Da,217000,3000,Dizel,Automatski,2016,43000
Nissan,Pathfinder,Bez oštećenja,190,Da,240000,2500,Dizel,Automatski,2012,16000
Audi,Q7,Bez oštećenja,272,Da,217000,3000,Dizel,Automatski,2016,43000
Nissan,Pathfinder,Bez oštećenja,190,Da,240000,2500,Dizel,Automatski,2012,16000
Volkswagen,Passat,Bez oštećenja,149,Da,270000,2000,Dizel,Automatski,2015,13800
Dacia,Logan,Bez oštećenja,75,Ne,199390,1149,Benzin,Manuelni,2014,6000
Škoda,Octavia,Bez oštećenja,150,Ne,192000,2000,Dizel,Automatski,2020,17500
Volkswagen,Passat,Bez oštećenja,143,Da,280,20,Dizel,Automatski,2011,9700
Audi,A6,Bez oštećenja,136,Da,310000,1968,Dizel,Manuelni,2007,5700
Volkswagen,Phaeton,Bez oštećenja,239,Da,230000,2967,Dizel,Automatski,2011,17500
BMW,X6,Bez oštećenja,258,Da,192000,3000,Dizel,Automatski,2016,31000
Peugeot,3008,Bez oštećenja,118,Da,213000,1560,Dizel,Manuelni,2018,14500
Audi,A6,Bez oštećenja,204,Da,115000,2000,Dizel,Automatski,2019,36300
Audi,Q7,Bez oštećenja,233,Da,268999,3000,Dizel,Automatski,2007,10800
Volkswagen,Golf 7,Bez oštećenja,149,Da,240,2000,Dizel,Manuelni,2014,10500
Fiat,500,Bez oštećenja,105,Ne,180000,900,Benzin,Manuelni,2015,8200
BMW,530,Bez oštećenja,259,Ne,149000,3000,Dizel,Automatski,2016,20000
Audi,A4,Bez oštećenja,143,Da,19200,2000,Dizel,Automatski,2010,11500
Renault,Clio,Bez oštećenja,58,Da,130000,1149,Benzin,Manuelni,2000,1150
Peugeot,508,Bez oštećenja,163,Da,315000,2000,Dizel,Manuelni,2012,7000
Peugeot,307,Bez oštećenja,109,Ne,295000,1600,Dizel,Manuelni,2005,2950
Mercedes Benz,G 350,Bez oštećenja,246,Da,98000,3000,Dizel,Automatski,2016,80000
Renault,Modus,Bez oštećenja,86,Da,238000,1500,Dizel,Manuelni,2007,3399
Volkswagen,Passat,Bez oštećenja,104,Da,295000,1600,Dizel,Manuelni,2011,7300
Audi,A8,Bez oštećenja,262,Da,132685,2967,Dizel,Automatski,2015,36000
BMW,X3,Bez oštećenja,150,Da,192000,1995,Dizel,Automatski,2020,28950
Mercedes Benz,E 220,Bez oštećenja,149,Da,311000,2148,Dizel,Automatski,2002,4300
Toyota,RAV 4,Bez oštećenja,176,Da,259100,2200,Dizel,Manuelni,2005,5800
Mercedes Benz,C 220,Bez oštećenja,170,Da,255000,2143,Dizel,Manuelni,2014,15400
Fiat,500X,Bez oštećenja,119,Da,31000,1000,Benzin,Manuelni,2019,16500
Volkswagen,Touran,Bez oštećenja,140,Ne,238759,2000,Dizel,Automatski,2012,8950
BMW,X5,Bez oštećenja,286,Da,260000,3000,Dizel,Automatski,2009,12000
Mercedes Benz,C 200,Bez oštećenja,136,Ne,243500,2143,Dizel,Automatski,2013,11100
Volkswagen,Bora,Bez oštećenja,110,Da,380,1900,Dizel,Manuelni,2001,1900
Volkswagen,Golf 7,Bez oštećenja,182,Da,184212,2000,Dizel,Manuelni,2018,17800
Seat,Ateca,Bez oštećenja,116,Da,128000,1600,Dizel,Automatski,2019,16800
Volkswagen,Golf 6,Bez oštećenja,105,Da,1,1600,Dizel,Manuelni,2011,6900
Volvo,V60,Bez oštećenja,170,Ne,247000,20003,Dizel,Automatski,2012,8600
Volkswagen,Golf 7,Bez oštećenja,182,Da,184212,2000,Dizel,Manuelni,2018,17800
Seat,Ateca,Bez oštećenja,116,Da,128000,1600,Dizel,Automatski,2019,16800
Volkswagen,Golf 6,Bez oštećenja,105,Da,1,1600,Dizel,Manuelni,2011,6900
Volvo,V60,Bez oštećenja,170,Ne,247000,20003,Dizel,Automatski,2012,8600
Smart,forTwo,Bez oštećenja,54,Ne,180000,800,Dizel,Automatski,2010,5800
Fiat,Punto Evo,Bez oštećenja,119,Da,238000,1600,Dizel,Manuelni,2010,4900
Citroen,C3,Bez oštećenja,54,Da,234842,1400,Dizel,Manuelni,2011,3950
Audi,A6 Allroad,Bez oštećenja,204,Da,250600,2967,Dizel,Automatski,2012,18000
Opel,Astra,Bez oštećenja,110,Da,163000,1700,Dizel,Manuelni,2010,6800
Volkswagen,Passat,Bez oštećenja,104,Da,260000,1600,Dizel,Manuelni,2012,6650
Citroen,C4,Bez oštećenja,130,Da,104000,1499,Dizel,Automatski,2022,16850
Volkswagen,Golf 8,Bez oštećenja,150,Da,98000,2000,Dizel,Automatski,2021,28900
Mercedes Benz,E 200,Bez oštećenja,136,Da,330000,2200,Dizel,Automatski,2013,10000
Seat,Leon,Bez oštećenja,104,Da,223000,1900,Dizel,Manuelni,2009,5750
Opel,Corsa,Bez oštećenja,74,Da,235000,1700,Dizel,Manuelni,2002,1900
BMW,525,Bez oštećenja,217,Da,264000,2000,Dizel,Automatski,2013,17650
Renault,Laguna,Bez oštećenja,114,Da,309000,1900,Dizel,Manuelni,2005,1500
Audi,A3,Bez oštećenja,110,Ne,248000,1600,Dizel,Automatski,2014,11650
Volkswagen,Passat,Bez oštećenja,105,Da,335542,1600,Dizel,Manuelni,2011,8000
Volkswagen,Eos,Bez oštećenja,140,Da,261000,2000,Dizel,Automatski,2008,6000
Škoda,Roomster,Bez oštećenja,85,Da,239000,1400,Benzin,Manuelni,2007,4000
Suzuki,Swift,Bez oštećenja,125,Da,291000,1586,Benzin,Manuelni,2007,4500
Renault,Kangoo,Bez oštećenja,89,Da,227688,1459,Dizel,Manuelni,2016,6850
Volkswagen,Golf 7,Bez oštećenja,104,Da,264125,1600,Dizel,Manuelni,2013,11100
Volkswagen,Golf 7,Bez oštećenja,300,Da,163123,1968,Benzin,Automatski,2014,24450
Renault,Megane,Bez oštećenja,95,Da,125000,1461,Dizel,Manuelni,2019,12500
Opel,Meriva,Bez oštećenja,95,Da,245000,1300,Dizel,Manuelni,2011,6999
Citroen,C4 Cactus,Bez oštećenja,102,Da,149000,1499,Dizel,Manuelni,2019,11000
Volkswagen,Golf Plus,Bez oštećenja,105,Da,220000,1900,Dizel,Manuelni,2005,4450
Volkswagen,Golf 7.5,Bez oštećenja,115,Ne,186000,1600,Dizel,Manuelni,2018,13699
Hyundai,iX20,Bez oštećenja,89,Da,170000,1396,Dizel,Manuelni,2016,6500
Citroen,C3,Bez oštećenja,73,Da,218000,1360,Benzin+Plin,Manuelni,2010,4500
Fiat,500L,Bez oštećenja,84,Da,202000,1248,Dizel,Manuelni,2013,6700
Peugeot,207,Bez oštećenja,120,Da,190000,1600,Benzin,Manuelni,2009,2900
Volkswagen,Sharan,Bez oštećenja,140,Da,195800,2000,Dizel,Automatski,2013,12500
Renault,Clio,Bez oštećenja,85,Da,194000,1495,Dizel,Manuelni,2020,9300
Peugeot,207,Bez oštećenja,120,Da,190000,1600,Benzin,Manuelni,2009,2900
Volkswagen,Sharan,Bez oštećenja,140,Da,195800,2000,Dizel,Automatski,2013,12500
Renault,Clio,Bez oštećenja,85,Da,194000,1495,Dizel,Manuelni,2020,9300
Peugeot,207,Bez oštećenja,104,Da,138000,1600,Benzin,Manuelni,2006,2950
Volkswagen,Golf 7.5,Bez oštećenja,115,Ne,185000,1600,Dizel,Manuelni,2019,13200
Chevrolet,Aveo,Bez oštećenja,95,Da,190000,1300,Dizel,Manuelni,2013,4700
Volkswagen,Golf 5,Bez oštećenja,104,Da,254254,1896,Dizel,Manuelni,2008,5499
Seat,Leon,Bez oštećenja,104,Da,95000,1200,Benzin,Manuelni,2011,4000
Opel,Zafira,Bez oštećenja,100,Da,270000,2000,Dizel,Manuelni,2002,2300
Peugeot,3008,Bez oštećenja,130,Ne,183000,1499,Dizel,Automatski,2021,16600
Volkswagen,Passat,Bez oštećenja,140,Da,245000,1998,Dizel,Manuelni,2013,8700
Audi,A5,Bez oštećenja,239,Da,330000,3000,Dizel,Manuelni,2011,12000
Volkswagen,Golf 7.5,Bez oštećenja,116,Da,85000,1600,Dizel,Manuelni,2019,14800
Audi,A8,Bez oštećenja,233,Da,330000,3000,Dizel,Automatski,2008,11000
Audi,A3,Bez oštećenja,140,Da,321000,2000,Dizel,Manuelni,2006,5150
Citroen,C3 Picasso,Bez oštećenja,92,Ne,211000,1560,Dizel,Manuelni,2015,6200
Citroen,C3,Bez oštećenja,74,Ne,196000,1560,Dizel,Manuelni,2018,7800
Volkswagen,Touran,Bez oštećenja,104,Da,240000,1598,Dizel,Automatski,2013,9100
Volkswagen,Golf Plus,Bez oštećenja,104,Da,263000,1596,Dizel,Manuelni,2012,6900
BMW,316,Bez oštećenja,115,Da,246000,2000,Dizel,Manuelni,2013,10700
Volkswagen,Golf 5,Bez oštećenja,74,Da,271276,2000,Dizel,Manuelni,2008,3200
Volkswagen,Golf 7.5,Bez oštećenja,310,Da,71000,2000,Benzin,Tiptronik,2017,37000
DS Automobiles,DS 7 Crossback,Bez oštećenja,180,Da,122000,1599,Benzin,Automatski,2020,21500
Škoda,Octavia,Bez oštećenja,104,Da,200000,1600,Dizel,Manuelni,2012,7000
BMW,X2,Bez oštećenja,190,Ne,94000,2000,Dizel,Automatski,2019,27450
BMW,520,Bez oštećenja,190,Da,110000,2000,Dizel,Automatski,2021,49900
Mercedes Benz,A 180,Bez oštećenja,116,Ne,180000,1500,Dizel,Automatski,2020,29900
Volkswagen,Golf 8,Bez oštećenja,320,Ne,41000,2000,Benzin,Automatski,2021,49900
Audi,A6,Bez oštećenja,163,Da,155000,2000,Dizel,Automatski,2020,34500
Abarth,595 Turismo,Bez oštećenja,161,Da,98000,1400,Benzin,Automatski,2013,14500
Volkswagen,Passat,Bez oštećenja,170,Ne,357000,1998,Dizel,Automatski,2009,4500
BMW,X3 M,Bez oštećenja,149,Da,248888,2000,Dizel,Manuelni,2006,8000
Volkswagen,Golf 7,Bez oštećenja,115,Da,211000,1600,Dizel,Automatski,2018,14900
Volkswagen,Golf 6,Bez oštećenja,89,Da,351000,1600,Dizel,Manuelni,2010,6600
Volkswagen,Tiguan,Bez oštećenja,140,Da,298000,2000,Dizel,Automatski,2012,10200
Volkswagen,Polo,Bez oštećenja,74,Da,240000,1600,Dizel,Manuelni,2009,5550
Mini,Cooper S,Bez oštećenja,191,Da,194000,1998,Benzin,Manuelni,2014,12500
Audi,A5,Bez oštećenja,286,Da,172000,2967,Dizel,Automatski,2020,40000
Citroen,C2,Bez oštećenja,68,Da,22222222,1400,Dizel,Manuelni,2004,2200
BMW,318,Bez oštećenja,143,Da,231000,1996,Dizel,Automatski,2012,13500
Nissan,Qashqai,Bez oštećenja,130,Da,195000,1600,Dizel,Manuelni,2017,15500
Volkswagen,Polo,Bez oštećenja,80,Da,238000,1400,Dizel,Manuelni,2007,4300
Citroen,Nemo,Bez oštećenja,69,Da,190000,1400,Dizel,Manuelni,2010,3500
Audi,A4,Bez oštećenja,142,Da,203000,2000,Dizel,Automatski,2013,12200
Chevrolet,Cruze,Bez oštećenja,163,Da,160000,2000,Dizel,Manuelni,2012,5000
Land Rover,Range Rover Evoque,Bez oštećenja,152,Da,175000,2000,Dizel,Automatski,2018,21000
Renault,Scenic,Bez oštećenja,86,Da,305000,1500,Dizel,Manuelni,2010,3300
Škoda,Fabia,Bez oštećenja,104,Da,289000,1900,Dizel,Manuelni,2010,4500
Volkswagen,Golf 6,Bez oštećenja,104,Da,270000,1600,Dizel,Manuelni,2012,6750
Audi,A3,Bez oštećenja,110,Da,213776,1600,Dizel,Manuelni,2016,12200
Audi,A6,Bez oštećenja,220,Da,230000,2967,Dizel,Automatski,2007,5700
Škoda,Octavia,Bez oštećenja,116,Da,285000,1600,Dizel,Automatski,2017,9990
Peugeot,207,Bez oštećenja,89,Da,285000,1597,Dizel,Manuelni,2010,4050
Opel,Insignia,Bez oštećenja,194,Da,210000,2000,Dizel,Automatski,2014,9500
Volkswagen,Golf 7,Bez oštećenja,184,Da,189000,1968,Dizel,Automatski,2017,22500
Volkswagen,Golf 7.5,Bez oštećenja,149,Da,336300,1968,Dizel,Manuelni,2016,12200
BMW,540,Bez oštećenja,320,Da,210000,3000,Dizel,Automatski,2017,40000
Audi,A5,Bez oštećenja,143,Da,248200,2000,Dizel,Automatski,2011,12500
Ford,Kuga,Bez oštećenja,140,Ne,247000,2000,Dizel,Manuelni,2012,9500
Volkswagen,Touran,Bez oštećenja,149,Ne,175000,2000,Dizel,Automatski,2019,21500
Audi,A6 Allroad,Bez oštećenja,245,Ne,235000,2967,Dizel,Automatski,2012,16500
Renault,Captur,Bez oštećenja,89,Da,148400,900,Benzin,Manuelni,2019,9750
Fiat,Tipo,Bez oštećenja,95,Ne,203000,1248,Dizel,Manuelni,2017,8700
Kia,Sorento,Bez oštećenja,170,Da,16000,2500,Dizel,Manuelni,2008,6000
Mercedes Benz,B 180,Bez oštećenja,109,Ne,235820,1796,Dizel,Automatski,2013,10900
Suzuki,Vitara,Bez oštećenja,119,Da,269000,1600,Dizel,Manuelni,2016,11950
Citroen,C2,Bez oštećenja,59,Da,250000,1100,Benzin,Manuelni,2004,1650
Audi,A6,Bez oštećenja,224,Da,300000,3000,Dizel,Automatski,2006,5500
Volkswagen,Passat,Bez oštećenja,170,Da,287826,2000,Dizel,Manuelni,2009,6500
BMW,118,Bez oštećenja,143,Da,279000,2000,Dizel,Manuelni,2009,5800
Renault,Megane,Bez oštećenja,82,Da,2800,1500,Dizel,Manuelni,2003,1650
Mercedes Benz,E 200,Bez oštećenja,136,Da,386000,2200,Dizel,Manuelni,2008,5300
BMW,325,Bez oštećenja,217,Da,109000,2500,Benzin,Automatski,2007,10000
Opel,Zafira Tourer,Bez oštećenja,126,Da,300250,2000,Dizel,Manuelni,2012,6400
Mercedes Benz,A 200,Bez oštećenja,149,Da,181000,2000,Dizel,Automatski,2019,29800
Citroen,C4,Bez oštećenja,92,Ne,231000,1596,Dizel,Manuelni,2011,5850
Volkswagen,Golf 7.5,Bez oštećenja,149,Da,160100,1980,Dizel,Automatski,2018,19500
Volkswagen,Polo,Bez oštećenja,89,Da,178000,1598,Dizel,Automatski,2010,7700
Citroen,C4 Cactus,Bez oštećenja,102,Ne,195000,1499,Dizel,Manuelni,2018,8900
Volkswagen,Passat,Bez oštećenja,149,Da,228000,2000,Dizel,Tiptronik,2019,15600
Volkswagen,Polo,Bez oštećenja,68,Da,233000,1200,Dizel,Manuelni,2011,5700
BMW,525,Bez oštećenja,176,Da,360000,2499,Dizel,Manuelni,2006,5000
Volkswagen,Golf 5,Bez oštećenja,104,Da,265000,1896,Dizel,Automatski,2007,5200
Renault,Scenic,Bez oštećenja,85,Da,263000,1500,Dizel,Manuelni,2008,2450
Škoda,Octavia,Bez oštećenja,105,Ne,0,1600,Dizel,Manuelni,2012,6600
BMW,530,Bez oštećenja,265,Da,213000,3000,Dizel,Automatski,2017,33000
Audi,A3,Bez oštećenja,110,Da,186000,1600,Dizel,Manuelni,2016,11900
Jaguar,F-Pace,Bez oštećenja,300,Da,240000,3000,Dizel,Automatski,2017,27300
Renault,Scenic,Bez oštećenja,106,Da,228000,1461,Dizel,Manuelni,2009,3000
Audi,A4,Bez oštećenja,190,Da,159400,2000,Hibrid dizel,Automatski,2019,27900
Peugeot,Partner,Bez oštećenja,102,Ne,210000,1500,Dizel,Manuelni,2019,10300
Lancia,Ypsilon,Bez oštećenja,59,Da,210000,1200,Benzin,Manuelni,2006,3000
Audi,A6,Bez oštećenja,204,Da,139500,2000,Dizel,Automatski,2019,46000
Renault,Megane,Bez oštećenja,89,Da,158000,1500,Dizel,Manuelni,2018,11300
Volkswagen,Passat Variant,Bez oštećenja,119,Ne,205000,1600,Dizel,Automatski,2015,12800
Volkswagen,Caddy,Bez oštećenja,102,Da,217000,1600,Dizel,Automatski,2014,12800
Volkswagen,Tiguan,Bez oštećenja,149,Da,170000,1986,Dizel,Automatski,2020,22499
Peugeot,5008,Bez oštećenja,111,Da,253053,1600,Dizel,Manuelni,2012,5499
BMW,X6,Bez oštećenja,313,Da,155000,3000,Dizel,Automatski,2019,60000
Volkswagen,T-Roc,Bez oštećenja,150,Ne,169400,1988,Dizel,Automatski,2021,20600
Volkswagen,Polo,Bez oštećenja,69,Da,240000,1422,Dizel,Manuelni,2008,3200
Nissan,X-Trail,Bez oštećenja,136,Da,233000,2184,Dizel,Manuelni,2007,6500
Audi,A3,Bez oštećenja,149,Da,217000,1968,Dizel,Manuelni,2013,11000
Mercedes Benz,B 200,Bez oštećenja,136,Da,228000,1796,Dizel,Automatski,2012,9400
Audi,A6,Bez oštećenja,190,Ne,185000,1968,Dizel,Automatski,2015,19500
Mercedes Benz,C 180,Bez oštećenja,119,Da,216000,2143,Dizel,Manuelni,2013,8900
Volkswagen,Passat,Bez oštećenja,119,Da,238000,1600,Dizel,Automatski,2015,11400
Volkswagen,Golf 7.5,Bez oštećenja,183,Da,176000,1968,Dizel,Manuelni,2018,18500
Volkswagen,Golf 7.5,Bez oštećenja,183,Da,176000,1968,Dizel,Manuelni,2018,18500
Renault,Clio,Bez oštećenja,68,Da,178000,1461,Dizel,Manuelni,2009,3500
BMW,530,Bez oštećenja,259,Da,130000,2993,Dizel,Automatski,2011,18000
Volkswagen,Golf 8,Bez oštećenja,150,Da,106000,2000,Dizel,Automatski,2020,27000
Volkswagen,Passat,Bez oštećenja,104,Da,300000,1900,Dizel,Manuelni,2005,3999
Peugeot,208,Bez oštećenja,102,Da,179858,1500,Dizel,Manuelni,2019,7000
Citroen,Xsara Picasso,Bez oštećenja,90,Da,329500,2000,Dizel,Manuelni,2002,1100
Volkswagen,Golf 7,Bez oštećenja,110,Da,217000,1600,Dizel,Automatski,2016,12000
Mini,Cooper,Bez oštećenja,75,Da,140000,1397,Benzin,Manuelni,2009,3200
BMW,116,Bez oštećenja,116,Da,218000,2000,Dizel,Automatski,2012,12000
Fiat,Doblo,Bez oštećenja,90,Da,299000,1300,Dizel,Manuelni,2014,5600
BMW,X1,Bez oštećenja,150,Ne,162318,1995,Dizel,Automatski,2019,26990
Citroen,C4 Cactus,Bez oštećenja,93,Ne,220000,1600,Dizel,Automatski,2015,8950
Citroen,C4,Bez oštećenja,119,Ne,199000,1560,Dizel,Manuelni,2017,8200
Audi,Q5,Bez oštećenja,190,Da,128266,2000,Dizel,Tiptronik,2018,35000
Volkswagen,Polo,Bez oštećenja,75,Ne,180000,1200,Dizel,Manuelni,2013,5450
Citroen,C4,Bez oštećenja,109,Ne,160000,1600,Dizel,Manuelni,2011,6200
Renault,Clio,Bez oštećenja,86,Ne,201000,1500,Dizel,Manuelni,2020,9350
BMW,320,Bez oštećenja,184,Da,249000,2000,Dizel,Manuelni,2015,15000
Mercedes Benz,220,Bez oštećenja,143,Da,2700000,2148,Dizel,Automatski,2001,2500
Volvo,V40,Bez oštećenja,150,Ne,199445,1969,Dizel,Automatski,2013,10000
Renault,Scenic,Bez oštećenja,120,Ne,149000,1749,Dizel,Manuelni,2019,11950
Peugeot,308,Bez oštećenja,131,Ne,173000,1499,Dizel,Automatski,2018,10950
Mercedes Benz,ML 320,Bez oštećenja,224,Da,315425,2987,Dizel,Automatski,2007,10000
Volkswagen,Golf 6,Bez oštećenja,180,Da,291250,1968,Dizel,Manuelni,2009,7000
Toyota,Land Cruiser,Bez oštećenja,173,Da,490000,2982,Dizel,Manuelni,2008,23800
BMW,320,Bez oštećenja,177,Da,220000,2000,Dizel,Manuelni,2009,9800
Mercedes Benz,B 180,Bez oštećenja,109,Da,346000,20,Dizel,Manuelni,2006,2900
Audi,Q5,Bez oštećenja,176,Ne,196235,2000,Dizel,Automatski,2012,17700
Volkswagen,Golf Plus,Bez oštećenja,90,Da,298066,1986,Dizel,Manuelni,2006,4450
Volkswagen,Golf 5,Bez oštećenja,140,Da,240000,1968,Dizel,Automatski,2008,7300
Volkswagen,Polo,Bez oštećenja,89,Da,211000,1600,Dizel,Manuelni,2011,4900
Volkswagen,Golf 6,Bez oštećenja,105,Da,240000,1600,Dizel,Manuelni,2009,6500
Audi,A6,Bez oštećenja,190,Da,330000,2700,Dizel,Automatski,2010,9700
Škoda,Superb,Bez oštećenja,150,Da,250000,2000,Dizel,Manuelni,2015,14000
Fiat,500,Bez oštećenja,69,Da,22000,1000,Hibrid benzin,Manuelni,2023,12500
Fiat,500,Bez oštećenja,69,Da,22000,1000,Hibrid benzin,Manuelni,2023,12500
Fiat,Punto,Bez oštećenja,54,Da,190000,1108,Benzin,Manuelni,1999,1000
Citroen,C4,Bez oštećenja,89,Da,280000,1600,Dizel,Manuelni,2009,3000
Renault,Megane,Bez oštećenja,110,Da,270000,1500,Dizel,Manuelni,2011,4950
Volkswagen,Tiguan,Bez oštećenja,190,Da,268250,2000,Dizel,Tiptronik,2016,22000
Fiat,Bravo,Bez oštećenja,104,Da,266000,1600,Dizel,Manuelni,2011,4600
Renault,Clio,Bez oštećenja,115,Da,187000,1497,Dizel,Manuelni,2020,9100
Mercedes Benz,B 180,Bez oštećenja,109,Da,306000,1992,Dizel,Automatski,2006,4500
Ford,Fiesta,Bez oštećenja,99,Da,130000,1000,Benzin,Automatski,2019,10000
Citroen,C3,Bez oštećenja,100,Da,196000,1500,Dizel,Manuelni,2018,7000
Renault,Clio,Bez oštećenja,74,Da,190000,1463,Dizel,Manuelni,2018,7500
Citroen,C3,Bez oštećenja,74,Da,179500,1560,Dizel,Manuelni,2017,7450
Opel,Astra,Bez oštećenja,74,Da,340000,1700,Dizel,Manuelni,2001,1550
Peugeot,3008,Bez oštećenja,129,Da,170000,1500,Dizel,Automatski,2020,17000
Land Rover,Freelander,Bez oštećenja,111,Da,345705,1951,Dizel,Manuelni,2002,2800
Audi,Q7,Bez oštećenja,272,Da,273100,2967,Dizel,Automatski,2016,29990
Audi,A3,Bez oštećenja,140,Da,230,2000,Dizel,Manuelni,2005,4500
Škoda,Superb,Bez oštećenja,190,Da,234000,1968,Dizel,Automatski,2016,19990
Audi,A3,Bez oštećenja,104,Da,276348,1600,Dizel,Manuelni,2010,6900
Peugeot,3008,Bez oštećenja,163,Da,200000,2000,Hibrid dizel,Automatski,2012,7900
BMW,116,Bez oštećenja,115,Da,236000,2000,Dizel,Manuelni,2012,7900
Peugeot,208,Bez oštećenja,68,Ne,183000,1400,Dizel,Automatski,2012,6100
Mercedes Benz,GLK 250,Bez oštećenja,204,Da,226000,2200,Dizel,Automatski,2013,19500
Audi,A3,Bez oštećenja,140,Da,280000,1968,Dizel,Manuelni,2007,5200
Ford,C-Max,Bez oštećenja,89,Da,109000,1560,Dizel,Manuelni,2010,5800
Seat,Leon,Bez oštećenja,110,Da,226000,1598,Dizel,Manuelni,2013,8000
Citroen,C4,Bez oštećenja,120,Ne,178000,1560,Dizel,Manuelni,2015,7999
Audi,A3,Bez oštećenja,105,Da,284000,1900,Dizel,Manuelni,2008,5400
Renault,Modus,Bez oštećenja,74,Da,220000,1500,Dizel,Manuelni,2011,4300
Audi,A4,Bez oštećenja,193,Da,291000,2700,Dizel,Automatski,2009,8000
BMW,520,Bez oštećenja,190,Da,195000,2000,Dizel,Automatski,2017,26900
Land Rover,Range Rover Evoque,Bez oštećenja,150,Ne,118000,2000,Dizel,Automatski,2016,24500
Audi,A4,Bez oštećenja,176,Da,253000,2000,Dizel,Automatski,2014,12900
Volkswagen,Touareg,Bez oštećenja,224,Da,312150,3000,Dizel,Automatski,2007,7000
BMW,320,Bez oštećenja,176,Da,320000,2000,Dizel,Automatski,2008,5500
Peugeot,208,Bez oštećenja,68,Ne,188000,1400,Dizel,Manuelni,2015,6350
BMW,320,Bez oštećenja,176,Da,320000,2000,Dizel,Automatski,2008,5500
Peugeot,208,Bez oštećenja,68,Ne,188000,1400,Dizel,Manuelni,2015,6350
Opel,Zafira,Bez oštećenja,101,Da,256000,2000,Dizel,Manuelni,2002,1700
Honda,Stream,Bez oštećenja,125,Da,203000,1668,Benzin,Manuelni,2001,2800
Peugeot,3008,Bez oštećenja,131,Da,198000,1500,Dizel,Automatski,2018,16500
Mercedes Benz,ML 320,Bez oštećenja,224,Da,290000,2987,Dizel,Automatski,2008,9000
Citroen,C4,Bez oštećenja,92,Ne,240123,1560,Dizel,Manuelni,2011,6400
Peugeot,308,Bez oštećenja,119,Da,219632,1560,Dizel,Manuelni,2014,7700
Ford,Fiesta,Bez oštećenja,95,Ne,265123,1560,Dizel,Manuelni,2013,5900
Audi,A3,Bez oštećenja,140,Da,244850,2000,Dizel,Automatski,2009,7800
Volkswagen,Golf 7,Bez oštećenja,104,Da,215000,1600,Dizel,Manuelni,2013,8199
Audi,A4,Oštećen - nije u voznom stanju,143,Da,278000,1968,Dizel,Manuelni,2008,5500
Audi,A6,Bez oštećenja,204,Da,164000,1986,Hibrid dizel,Automatski,2021,34990
Audi,Q8,Bez oštećenja,433,Da,17,4000,Dizel,Automatski,2021,68000
Renault,Clio,Bez oštećenja,75,Da,180000,1500,Dizel,Manuelni,2018,7200
Volkswagen,Golf 7,Bez oštećenja,105,Da,287000,1600,Dizel,Manuelni,2013,9200
